id,title,author,isbn,annual circs
19099,Hook's revenge /,"Schulz, Heidi,",9781423198673,15
19100,My heart is laughing /,"Lagercrantz, Rose,",9781877579523,20
19101,Nuts to you /,"Perkins, Lynne Rae.",9780060092757,25
19102,Spirit animals. Special edition : Tales of the great beasts /,,9780545695169,37
19103,The Bane chronicles /,"Clare, Cassandra,",9781442495999,42
19104,Girl online :,"Sugg, Zoe,",9781476797458,20
19105,The name of the blade /,"Marriott, Zoë,",9780763669577,8
19106,Beautiful redemption :,"Garcia, Kami.",9780316123532,8
19107,Epic /,"Kostick, Conor,",9780142411599,22
19108,Tithe :,"Black, Holly.",9780689867040,
19109,The burning room,"Connelly, Michael,",9780316410700,27
19110,Not my father's son :,"Cumming, Alan,",9780062225061,24
19111,The dead beat :,"Johnson, Marilyn,",9780060758752,
19112,The best American mystery stories 2014 /,,9780544034648,19
19113,Betrayed :,"Scottoline, Lisa,",9781250027702,33
19114,The chocolate clown corpse /,"Carl, JoAnna.",9780451240675,25
19115,The Cinderella murder /,"Clark, Mary Higgins,",9781476763125,12
19116,The Cinderella murder /,"Clark, Mary Higgins,",9781476763125,30
19117,Ho-ho-homicide /,"Dunnett, Kaitlyn.",9780758292834,25
19118,Hope to die :,"Patterson, James,",9780316210966,33
19119,The laws of murder /,"Finch, Charles",9781250051301,27
19120,The Murder Man /,"Parsons, Tony,",9781250052322,23
19121,A New York Christmas /,"Perry, Anne.",9780345548467,31
19122,The pierced heart :,"Shepherd, Lynn,",9780345545435,14
19123,Private India :,"Patterson, James,",9781455560813,35
19124,A call to duty :,"Weber, David,",9781476736846,12
19125,Coming home /,"McDevitt, Jack.",9780425260876,18
19126,Heritage of Cyador /,"Modesitt, L. E.,",9780765376138,9
19127,Proxima /,"Baxter, Stephen.",9780451467706,25
19128,Blue labyrinth /,"Preston, Douglas J.,",9781455525898,34
19129,Blue labyrinth /,"Preston, Douglas J.,",9781455525898,29
19130,The book of strange new things :,"Faber, Michel,",9780553418842,18
19131,Burned :,"Plame, Valerie.",9780399158216,19
19132,Havana storm /,"Cussler, Clive,",9780399172922,27
19133,The heart has its reasons :,"Dueñas, María,",9781451668339,21
19134,The killer next door :,"Marwood, Alex,",9780143126690,9
19135,All he ever wanted :,"Shreve, Anita.",9780316782265,30
19136,Revival :,"King, Stephen,",9781476770383,33
19137,Shopaholic to the stars /,"Kinsella, Sophie.",9780812993868,22
19138,Shopaholic to the stars /,"Kinsella, Sophie.",9780812993868,21
19139,The wilds /,"Elliott, Julia,",9781935639923,11
19140,The mistletoe promise /,"Evans, Richard Paul.",9781476728209,25
19141,A map of betrayal /,"Jin, Ha,",9780307911605,17
19142,We need new names :,"Bulawayo, NoViolet.",9780316230810,19
19143,The forgers /,"Morrow, Bradford,",9780802123213,18
19144,Into the Go-Slow /,"Davis, Bridgett M.,",9781558618640,
19145,Broadchurch /,"Kelly, Erin,",9781250055507,18
19146,Far as the eye can see :,"Bausch, Robert.",9781620402597,18
19147,The Twelve :,"Straczynski, J. Michael,",9780785154303,24
19148,"Birds of Prey. Volume 2, Your kiss might kill /","Swierczynski, Duane,",9781401238131,11
19149,"Birds of Prey. Volume 3, A clash of daggers /","Swierczynski, Duane,",9781401244040,9
19150,"Birds of Prey. Volume 4, The cruelest cut /","Marx, Christy.",9781401246358,8
19151,Fables. 20 : Camelot /,"Willingham, Bill,",9781401245160,17
19152,Glory :,"Keatinge, Joe,",9781607069607,8
19153,"Guardians of the galaxy. Volume 1, Cosmic Avengers /","Bendis, Brian Michael,",9780785166078,31
19154,Guardians of the galaxy. Volume 1 /,"Abnett, Dan,",9780785190646,35
19155,It never happened again :,"Alden, Sam.",9780988901469,4
19156,"Miracleman. Book one, A dream of flying /","Moore, Alan,",9780785154624,11
19157,Moonhead and the music machine /,"Rae, Andrew,",9781907704789,4
19158,Shoplifter /,"Cho, Michael.",9780307911735,15
19159,Transformers classics. Volume 7 /,"Furman, Simon,",9781613779873,9
19160,Stalked :,"Sheehy, Patti,",9781608091256,43
19161,Hope to die :,"Patterson, James,",9780316210959,20
19162,The job :,"Evanovich, Janet.",9780385363204,22
19163,Sams teach yourself Google SketchUp 8 in 10 minutes /,"Holzner, Steven.",9780672335471,11
19164,Raspberry Pi /,"Wentk, Richard.",9781118768198,11
19165,My Google Chromebook /,"Miller, Michael,",9780789751386,16
19166,A farewell to justice :,"Mellen, Joan.",9781574889734,3
19167,Balaboosta :,"Admony, Einat.",9781579655006,20
19168,Every grain of rice :,"Dunlop, Fuchsia.",9780393089042,27
19169,Everyday Thai cooking :,"Chin, Katie.",9780804843713,17
19170,Feast :,"Copeland, Sarah,",9781452109732,19
19171,2015 guide to self-publishing /,,9781599638478,13
19172,Last-minute survival secrets :,"Green, Joey,",9781613749852,16
19173,Vegetable literacy :,"Madison, Deborah.",9781607741916,19
19174,The Vikings /,"Oliver, Neil,",9781605986395,13
19175,Born reading :,"Boog, Jason.",9781476749792,8
19176,Grain power /,"Green, Patricia",9780143189602,18
19177,Six modern plagues and how we are causing them /,"Walters, Mark Jerome.",9781559639927,19
19178,Raising boys with ADHD :,"Forgan, James W.",9781593638627,16
19179,Sweet sleep :,"Wiessinger, Diane.",9780345518477,3
19180,Entrelac 2 :,"Drysdale, Rosemary.",9781936096633,8
19181,Rewire :,"O'Connor, Richard.",9781594632563,13
19182,The short and tragic life of Robert Peace :,"Hobbs, Jeff,",9781476731902,18
19183,The short and tragic life of Robert Peace :,"Hobbs, Jeff,",9781476731902,26
19184,Eichmann before Jerusalem :,"Stangneth, Bettina,",9780307959676,9
19185,Tennessee Williams :,"Lahr, John,",9780393021240,11
19186,The wild truth /,"McCandless, Carine,",9780062325143,21
19187,Wilde in America :,"Friedman, David M.,",9780393063172,15
19188,Coming to my senses :,"Blatchford, Claire H.",9781563686153,
19189,"Change your clothes, change your life :","Brescia, George.",9781476748733,24
19190,Drugs unlimited :,"Power, Mike.",9781250054715,9
19191,The teacher wars :,"Goldstein, Dana,",9780385536950,14
19192,Tinseltown :,"Mann, William J.,",9780062242167,20
19193,Build your running body :,"Magill, Pete.",9781615191024,22
19194,A cool and lonely courage :,"Ottaway, Susan,",9780316326988,12
19195,American general :,"Eisenhower, John S. D.,",9780451471352,20
19196,Breaking in :,"Biskupic, Joan,",9780374298746,9
19197,Charlie Chaplin :,"Ackroyd, Peter,",9780385537377,
19198,Elsa Schiaparelli :,"Secrest, Meryle,",9780307701596,12
19199,The fall :,"Mainardi, Diogo,",9781590517000,10
19200,Fire shut up in my bones :,"Blow, Charles M.,",9780544228047,16
19201,Forgetting to be afraid :,"Davis, Wendy,",9780399170577,
19202,Joan of Arc :,"Harrison, Kathryn.",9780385531207,13
19203,Off the sidelines :,"Gillibrand, Kirsten,",9780804179072,6
19204,Paper love :,"Wildman, Sarah,",9781594631559,18
19205,Respect :,"Ritz, David.",9780316196833,15
19206,Tantrums! :,"Phelan, Thomas W.,",9781889140698,20
19207,Artful Christmas :,"Wasinger, Susan.",9781454708087,18
19208,A beautiful mess happy handmade home :,"Larson, Elsie,",9780770434052,19
19209,"Christmas crochet for hearth, home & tree :","Eckman, Edie.",9781612123295,14
19210,Craft your stash :,"Fulmer, Lisa,",9781574218732,9
19211,Emporia Rose appliqué quilts :,"Brackman, Barbara.",9781607058908,
19212,Flea market fabulous :,"Spencer, Lara,",9781617690952,23
19213,The handmade marketplace :,"Chapin, Kari.",9781612123356,18
19214,Elle decor :,"Boodro, Michael,",9781419709920,13
19215,Hello Kitty crochet :,"Lee, Mei Li.",9781594747083,22
19216,Just for you :,"Fairbanks-Critchfield, Caroline,",9781607059073,15
19217,Make comics like the pros :,"Pak, Greg,",9780385344630,4
19218,Nicky Epstein knits for dolls :,"Epstein, Nicky.",9781936096541,12
19219,The spinner's book of fleece :,"Smith, Beth,",9781612120393,2
19220,How to be a Victorian :,"Goodman, Ruth,",9780871404855,19
19221,Betrayed :,"Scottoline, Lisa.",9781410471437,32
19222,The Christmas light,"VanLiere, Donna,",9781410473431,13
19223,The good girl,"Kubica, Mary.",9781410473073,32
19224,The glorious vegetables of Italy /,"Marchetti, Domenica.",9781452108865,16
19225,Fox forgets /,"Bloom, Suzanne,",9781590789964,19
19226,Hanukkah in Alaska /,"Brown, Barbara,",9780805097481,6
19227,Mine! /,"Heap, Sue,",9780763668884,31
19228,Escape from Silver Street Farm /,"Davies, Nicola,",9780763661335,20
19229,My sweet Audrina /,"Andrews, V. C.",9780671443276,15
19230,On the street where you live ,"Clark, Mary Higgins.",9780743212199,70
19231,Paris match :,"Woods, Stuart.",9781410471307,23
19232,Revival :,"King, Stephen,",9781410473837,21
19233,No hero :,"Owen, Mark,",9781410469625,21
19234,Maeve's times :,"Binchy, Maeve,",9781410473905,15
19235,Change of heart,"Deveraux, Jude,",9781410473967,31
19236,The Handsome Man's De Luxe Cafe,"McCall Smith, Alexander,",9781410473882,22
19237,Lucky us :,"Bloom, Amy,",9781628993257,22
19238,Nantucket sisters :,"Thayer, Nancy,",9781628991659,26
19239,The dead will tell,"Castillo, Linda,",9781628993288,24
19240,Low country :,"Siddons, Anne Rivers.",9780060176167,5
19241,Getting started with Raspberry Pi :,"Richardson, Matt,",9781457186127,12
19242,So we read on :,"Corrigan, Maureen,",9780316230070,16
19243,The Wahls protocol :,"Wahls, Terry L.,",9781583335543,24
19244,The call of the farm :,"Bilow, Rochelle.",9781615192144,14
19245,Huckleberry :,"Nathan, Zoe.",9781452123523,17
19246,Plenty more :,"Ottolenghi, Yotam.",9781607746218,19
19247,Starting with ingredients :,"Green, Aliza.",9780762427475,11
19248,Old men at midnight /,"Potok, Chaim.",9780375410710,48
19249,Even this I get to experience /,"Lear, Norman.",9781594205729,17
19250,The future of god :,"Chopra, Deepak,",9780307884978,11
19251,Gil Scott-Heron :,"Baram, Marcus.",9781250012784,9
19252,Hope :,"Zoglin, Richard.",9781439140277,22
19253,The Lives of Muhammad /,"Ali, Kecia,",9780674050600,9
19254,Love without limits :,"Vujicic, Nick.",9781601426178,12
19255,Midnight in Siberia :,"Greene, David,",9780393239959,21
19256,Napoleon :,"Roberts, Andrew,",9780670025329,19
19257,The Reaper :,"Irving, Nicholas,",9781250045447,19
19258,The remarkable education of John Quincy Adams /,"Levin, Phyllis Lee.",9781137279620,12
19259,Russian tattoo :,"Gorokhova, Elena,",9781451689822,20
19260,Silver screen fiend :,"Oswalt, Patton,",9781451673210,16
19261,"So, anyway ... /","Cleese, John.",9780385348249,12
19262,Stalin.,"Kotkin, Stephen,",9781594203794,16
19263,Thomas Cromwell :,"Borman, Tracy,",9780802123176,18
19264,Van Gogh :,"Bell, Julian,",9780544343733,14
19265,The work :,"Moore, Wes,",9780812993578,10
19266,"Yesterday, today, tomorrow :","Loren, Sophia,",9781476797427,24
19267,Die again /,"Gerritsen, Tess.",9780345543851,29
19268,Family furnishings :,"Munro, Alice,",9781101874103,19
19269,The madness of July /,"Naughtie, James,",9781468309614,19
19270,Mermaids in paradise :,"Millet, Lydia,",9780393245622,18
19271,Missing person /,"Modiano, Patrick,",9781567922813,16
19272,Old filth /,"Gardam, Jane.",9781933372136,17
19273,Rain on the dead /,"Higgins, Jack,",9780399171949,22
19274,The Rosie effect  /,"Simsion, Graeme C.",9781476767314,32
19275,Ruth's journey :,"McCaig, Donald.",9781451643534,20
19276,The stone wife :,"Lovesey, Peter,",9781616953935,20
19277,Blood magick /,"Roberts, Nora.",9780425259870,35
19278,The assassination option :,"Griffin, W. E. B.,",9780399171246,19
19279,The assassination option :,"Griffin, W. E. B.,",9780399171246,26
19280,The Boston girl :,"Diamant, Anita,",9781439199350,35
19281,The Boston girl :,"Diamant, Anita,",9781439199350,30
19282,The Boston girl :,"Diamant, Anita,",9781439199350,34
19283,The Boston girl :,"Diamant, Anita,",9781439199350,30
19284,The empty throne :,"Cornwell, Bernard,",9780062250711,34
19285,See how small :,"Blackwood, Scott.",9780316373807,17
19286,The fallout /,"Bodeen, S. A.",9781250050786,17
19287,Eyes wide open :,"Fleischman, Paul,",9780763671020,3
19288,The family Romanov :,"Fleming, Candace,",9780375867828,18
19290,"Dawn of the arcana, Vol. 13  /","Toma, Rei,",9781421569505,7
19291,"Library wars, bk. 10 : love & war. /","Yumi, Kiiro,",9781421553764,12
19292,"Library wars, bk. 02 : love & war. /","Yumi, Kiiro.",9781421534893,24
19293,"Library wars, bk. 03 :  love & war. /","Yumi, Kiiro.",9781421534909,22
19294,"Library wars, bk. 06 :  love & war. /","Yumi, Kiiro.",9781421539775,14
19295,"Library wars, bk. 07 :  love & war /","Yumi, Kiiro.",9781421541235,12
19296,"Library wars, bk. 08 : love & war.  /","Yumi, Kiiro.",9781421542683,16
19297,"Library wars, bk. 05 : love & war. /","Yumi, Kiiro.",9781421538440,9
19298,"Library wars, bk. 11 love & war. /","Yumi, Kiiro,",9781421564319,11
19299,"Library wars, bk. 04 : love & war./","Yumi, Kiiro.",9781421536897,19
19300,"Library wars, bk. 09 :  love & war. /","Yumi, Kiiro,",9781421551586,16
19301,"Library wars, bk. 01 :  love & war. /","Yumi, Kiiro.",9781421534886,29
19302,Witch & Wizard. the Lost /,"Patterson, James,",9780316207706,15
19303,Love & other theories /,"Bass, Alexis,",9780062275325,20
19304,Vicious :,"Shepard, Sara,",9780062287045,20
19305,The sensory child gets organized :,"Dalgliesh, Carolyn.",9781451664287,14
19306,Blake Griffin /,"Indovino, Shaina Carmel.",9781422231029,12
19307,Frozen hairstyles /,"Jack, Theodóra Mjöll Skúladóttir.",9781940787091,26
19308,Lincoln's grave robbers /,"Sheinkin, Steve,",9780545405720,17
19309,When lunch fights back :,"Johnson, Rebecca L.",9781467721097,8
19310,Boom boom /,"Naberhaus, Sarvinder.",9781442434127,8
19311,Firebird :,"Copeland, Misty.",9780399166150,19
19312,Cartboy goes to camp /,"Campbell, L. A.,",9780765333278,35
19313,"But mom, I don't want to move! :","Miller, Susan,",9781589971660,
19314,Así es como la pierdes /,"Díaz, Junot,",9780345805249,10
19315,Comidas USA :,"Lemoine, Yvan D.",9780983139096,
19316,El lado fácil de la gente difícil :,"Lozano, César,",9781622633814,13
19317,Inquebrantable :,"Rivera, Jenni,",9781476745428,6
19318,Sense and sensibility,"Austen, Jane,",9780553213348,7
19319,Compulsive :,"Engelhard, Jack,",9781771430814,
19320,"Komapsŭmnida, sŏnsaengnim /","Polacco, Patricia.",9788937810855,7
19321,Talguji rŭl kkŭlgo /,"Hall, Donald,",9788949110431,6
19322,Ŏmma ŭi ŭija /,"Williams, Vera B.",9788972595137,5
19323,Sara innŭn modŭn kŏt ŭn /,"Mellonie, Bryan.",9788985675680,3
19324,Onul un musunnal? /,"Seta, Teiji,",9788970941363,7
19325,Fueled for adventure /,"Peymani, Christine.",9780736428200,10
19326,That Camden summer ,"Spencer, LaVyrle.",9780399141201,61
19327,Zou shi nü 鄒氏女/,"Zhang, Yihe章誼和,",9787549555628,20
19328,Liu shi nü 劉氏女/,"Zhang, Yihe章誼和,",9787549504640,20
19329,Wo zhe bei zi you guo ni 我这辈子有过你/,"Zhang, Xiaoxian 張小嫺.",9787540464769,22
19330,Xi zao 洗澡/,"Yang, Jiang杨绛,",9787020090501,27
19331,When life is hard /,"MacDonald, James,",9780802458704,9
19332,Blue Mountain /,"Leavitt, Martine,",9780374378646,11
19333,The turtle of Oman :,"Nye, Naomi Shihab,",9780062019721,14
19334,Let's celebrate Thanksgiving Day /,"DeRubertis, Barbara.",9781575656366,6
19335,Navajo code talkers /,"Santella, Andrew.",9780756510206,8
19336,Never to forget :,"Meltzer, Milton,",9780064461184,1
19337,Scholastic encyclopedia of the presidents and their times /,"Rubel, David.",9780545499859,12
19338,"YouTube founders Steve Chen, Chad Hurley, and Jawed Karim /","Wooster, Patricia.",9781467724579,6
19339,My name is Celia :,"Brown, Monica,",9780873588720,17
19340,"¡Muu, moo! :",,9780061346132,6
19341,My name is Gabriela :,"Brown, Monica,",9780873588591,12
19342,Playing lotería /,"Colato Laínez, René.",9780873588812,12
19343,Side by side :,"Brown, Monica,",9780061227813,9
19344,Dreamer's pool /,"Marillier, Juliet.",9780451466990,15
19345,The fortress in Orion /,"Resnick, Michael D.,",9781616149901,14
19346,Bad country :,"McKenzie, C. B.",9781250053541,25
19347,Dead broke in Jarrett Creek :,"Shames, Terry.",9781616149963,19
19348,Enter pale death /,"Cleverly, Barbara.",9781616954086,16
19349,Hell on wheels :,"Jaffarian, Sue Ann,",9780738718873,15
19350,The impersonator /,"Miley, Mary,",9781250054302,22
19351,The skeleton road /,"McDermid, Val,",9780802123091,23
19352,Tradition of deceit :,"Ernst, Kathleen,",9780738740782,23
19353,Wink of an eye /,"Chandler-Willis, Lynn,",9781250053190,21
19354,Woman with a gun :,"Margolin, Phillip,",9780062266521,26
19355,You know who killed me /,"Estleman, Loren D.",9780765337351,18
19356,Google :,"Schmidt, Eric,",9781455582341,21
19357,The new censorship :,"Simon, Joel,",9780231160643,11
19358,The woman code :,"Nelson, Sophia A.,",9780800723880,
19359,The Cinderella murder,"Clark, Mary Higgins.",9781410471314,21
19360,Small victories :,"Lamott, Anne.",9781410473462,16
19361,The way to the zoo /,"Burningham, John,",9780763673178,20
19362,The right word :,"Bryant, Jennifer.",9780802853851,28
19363,The search for treasure :,"Stilton, Geronimo,",9780545656047,57
19364,Voices from the March on Washington /,"Lewis, J. Patrick,",9781620917855,
19365,Tom Clancy's Full force and effect,"Greaney, Mark.",9781410474902,28
19366,India /,"Allard, Denise,",9780817240271,132
19367,The assassination option :,"Griffin, W. E. B.",9781410475886,17
19368,Isn't it romantic? :,"Hansen, Ron,",9780060517663,31
19369,Wifey /,"Blume, Judy.",9780425206546,27
19370,Astro City : through open doors /,"Busiek, Kurt,",9781401247522,9
19371,"Captain Marvel, Vol. 1 : Higher, further, faster, more /","DeConnick, Kelly Sue,",9780785190134,15
19372,"Guardians of the galaxy. Volume 2, The complete collection. /","Abnett, Dan,",9780785190639,27
19373,How the world was :,"Guibert, Emmanuel,",9781596436640,
19374,Legends of the Tour /,"Cleijne, Jan",9781781859995,
19375,Off the leash :,"Fawcett, Rupert.",9781250059567,
19376,"Silver Surfer. Volume 1, New dawn /","Slott, Dan,",9780785188780,12
19377,"Southern bastards. Volume 1, Here was a man /","Aaron, Jason,",9781632150165,16
19378,"Superman action comics. Vol. 3, At the end of days /","Morrison, Grant.",9781401246068,15
19379,"The walking dead. Vol. 21 : All out war, part two /","Kirkman, Robert,",9781632150301,25
19380,The walking dead. Vol. 22 : A new beginning /,"Kirkman, Robert,",9781632150417,21
19381,Colorful stitchery :,"Nicholas, Kristin.",9781611801675,7
19382,Necktie quilts reinvented :,"Copenhaver, Christine,",9781607059585,6
19383,Sewing to sell :,"Lindsay, Virginia Keleher,",9781607059035,24
19384,Song-writing without boundaries :,"Pattison, Pat.",9781599632971,12
19385,"200 tips, techniques & recipes for natural beauty /","Buck, Shannon.",9781592336548,16
19386,Homemade beauty :,"Strole, Annie,",9780399171024,25
19387,"It ain't sauce, it's gravy :","Martorano, Steve,",9780385349895,22
19388,Robin Robertson's vegan without borders :,"Robertson, Robin",9781449447083,17
19389,School of sewing :,"Henderson, Shea,",9781940655024,18
19390,Sheet pan suppers :,"Gilbert, Molly,",9780761178422,25
19391,Gateway to freedom :,"Foner, Eric,",9780393244076,12
19392,"The insider's guide to the colleges, 2015 /",,9781250048066,16
19393,The student athlete's guide to getting recruited :,"Brown, Stewart.",9781617600432,8
19394,The test :,"Kamenetz, Anya,",9781610394413,
19395,A fifty-year silence :,"Richmond Mouillot, Miranda.",9780804140645,22
19396,Becoming Richard Pryor /,"Saul, Scott,",9780062123305,9
19397,Believer :,"Axelrod, David,",9781594205873,17
19398,The best American travel writing.,,9780544330153,17
19399,The Churchill factor :,"Johnson, Boris,",9781594633027,11
19400,Crucible of commmand :,"Davis, William C.,",9780306822452,21
19401,Dr.a.g. :,"Logan, Christopher",9780992152901,4
19402,Guantánamo diary /,"Slahi, Mohamedou Ould.",9780316328685,9
19403,The Italians /,"Hooper, John,",9780525428077,16
19404,Finding Jesus :,"Gibson, David,",9781250069108,11
19405,Leaving before the rains come /,"Fuller, Alexandra,",9781594205866,19
19406,A man of good hope /,"Steinberg, Jonny,",9780385352727,4
19407,Rumours of glory :,"Cockburn, Bruce.",9780061969126,6
19408,The undertaker's daughter /,"Mayfield, Katherine,",9781476757285,17
19409,Waiting on God :,"Stanley, Charles F.",9781476794037,10
19410,The white deer and other stories told by the Lenape /,,9780688129002,14
19411,Wide-open world :,"Marshall, John,",9780345549648,14
19412,The magician's land,"Grossman, Lev,",9781410474438,17
19413,The providence of fire /,"Staveley, Brian,",9780765336415,4
19414,The providence of fire /,"Staveley, Brian,",9780765336415,11
19415,Strands of sorrow /,"Ringo, John,",9781476736952,8
19416,Unbound /,"Hines, Jim C.,",9780756409685,17
19417,As chimney sweepers come to dust /,"Bradley, C. Alan,",9780345539939,20
19418,Blood rubies /,"Cleland, Jane K.,",9781250054135,22
19419,The blue journal :,"Graham, L. T.,",9781633880603,19
19420,Cane and Abe /,"Grippando, James,",9780062295392,36
19421,Devil's dance /,"Depp, Daniel,",9780727884336,25
19422,Queen of this realm :,"Plaidy, Jean,",9780399129858,19
19423,A fine summer's day /,"Todd, Charles,",9780062237125,28
19424,A fine summer's day /,"Todd, Charles,",9780062237125,24
19425,Insatiable appetites :,"Woods, Stuart,",9780399169151,28
19426,A killer retreat :,"Weber, Tracy,",9780738742090,20
19427,Murder at the Chase /,"Brown, Eric,",9780727884251,12
19428,Nantucket five-spot /,"Axelrod, Steven,",9781464203428,17
19429,Once upon a grind /,"Coyle, Cleo.",9780425270851,19
19430,Private Vegas /,"Patterson, James,",9780316211154,37
19431,Winter at the door :,"Graves, Sarah,",9780345535016,22
19432,Pearl in the mist /,"Andrews, V. C.",9780671759377,
19435,Plain & fancy /,"Brunstetter, Wanda E.",9781597893008,5
19436,Mei you nü ren de nan ren men =,"Murakami, Haruki村上春樹,",9789571360782,21
19437,"Quan nao xing de hai zi,shi cong ming ma ma jiao chu lai de /","Ju, Genkuai.",9789863610809,37
19438,Diego Rivera :,"Rubin, Susan Goldman,",9780810984110,9
19439,Parrots over Puerto Rico /,"Roth, Susan L.",9781620140048,6
19440,Photos framed :,"Thomson, Ruth,",9780763671549,4
19441,"My three best friends and me, Zulay /","Best, Cari,",9780374388195,16
19442,Die again,"Gerritsen, Tess,",9781628994261,30
19443,Haunted ,"White, Randy Wayne,",9781628994063,22
19444,The Boston girl :,"Diamant, Anita.",9781410475978,31
19445,Eyes only,"Michaels, Fern.",9781410474353,33
19446,Fall of giants,"Follett, Ken,",9781410475473,21
19447,French pastry murder,"Meier, Leslie,",9781410472694,23
19448,Insatiable appetites :,"Woods, Stuart,",9781410475008,30
19449,An Irish doctor in peace and at war,"Taylor, Patrick,",9781410474292,22
19450,Bittersweet,"McCullough, Colleen,",9781410476036,30
19451,The autumn republic /,"McClellan, Brian,",9780316219129,15
19452,City of savages /,"Kelly, Lee,",9781481410304,9
19453,Karen Memory /,"Bear, Elizabeth,",9780765375247,11
19454,The beige man /,"Tursten, Helene,",9781616954000,22
19455,Darned if you do /,"Ferris, Monica.",9780425270103,23
19456,Death & the redheaded woman :,"Ross, Loretta,",9780738743936,19
19457,Death of a dishonorable gentleman :,"Arlen, Tessa.",9781250052490,24
19458,Death of a liar /,"Beaton, M. C.,",9781455504787,20
19459,Dreaming spies :,"King, Laurie R.",9780345531797,26
19460,Fatal feast /,"Ruud, Jay,",9781432829872,11
19461,Fear the darkness /,"Masterman, Becky,",9780312622954,24
19462,February fever /,"Lourey, Jess,",9780738742144,21
19463,"Hush, hush /","Lippman, Laura,",9780062083425,24
19464,"Hush, hush /","Lippman, Laura,",9780062083425,29
19465,The life I left behind /,"McBeth, Colette,",9781250041210,20
19466,Poultrygeist /,"Auch, Mary Jane.",9780823417568,33
19467,Poultrygeist /,"Auch, Mary Jane.",9780823417568,38
19468,Obsession in death /,"Robb, J. D.,",9780399170874,19
19469,Obsession in death /,"Robb, J. D.,",9780399170874,24
19470,River of no return :,"Bertsch, David Riley,",9781451698039,23
19471,Celeste /,"Culbard, Ian,",9781906838768,7
19472,Jewish comix anthology :,,9780987715241,6
19473,Blood infernal /,"Rollins, James,",9780062343260,14
19474,The country of Ice Cream Star /,"Newman, Sandra,",9780062227096,24
19475,Crash & burn /,"Gardner, Lisa,",9780525954569,41
19476,Crash & burn /,"Gardner, Lisa,",9780525954569,33
19477,Funny girl :,"Hornby, Nick.",9781594205415,22
19478,A history of loneliness /,"Boyne, John,",9780374171339,18
19479,The love song of Miss Queenie Hennessy :,"Joyce, Rachel,",9780812996678,21
19480,Mightier than the sword /,"Archer, Jeffrey,",9781250034519,34
19481,Robert Ludlum's The Geneva strategy /,"Freveletti, Jamie.",9781455577583,21
19482,Satin Island :,"McCarthy, Tom,",9780307593955,13
19483,She weeps each time you're born /,"Barry, Quan.",9780307911773,13
19484,A spool of blue thread :,"Tyler, Anne.",9781101874271,37
19485,A spool of blue thread :,"Tyler, Anne.",9781101874271,33
19486,A spool of blue thread :,"Tyler, Anne.",9781101874271,28
19487,A spool of blue thread :,"Tyler, Anne.",9781101874271,31
19488,The swimmer :,"Zander, Joakim,",9780062337245,21
19489,This is the life :,"Shearer, Alex,",9781476764405,16
19490,A touch of stardust /,"Alcott, Kate,",9780385539043,23
19491,A touch of stardust /,"Alcott, Kate,",9780385539043,25
19492,Trigger warning :,"Gaiman, Neil,",9780062330260,31
19493,Welcome to Braggsville :,"Johnson, T. Geronimo",9780062302120,19
19494,First frost :,"Allen, Sarah Addison,",9781250019837,30
19495,First frost :,"Allen, Sarah Addison,",9781250019837,26
19496,Cold cold heart /,"Hoag, Tami.",9780525954545,32
19497,Outline /,"Cusk, Rachel,",9780374228347,21
19498,Searching for Grace Kelly /,"Callahan, Michael,",9780544313545,20
19499,All my puny sorrows /,"Toews, Miriam,",9781940450278,25
19500,The Delta /,"Park, Tony,",9781250055583,23
19501,Her :,"Lane, Harriet,",9780316369879,25
19502,Cane and Abe,"Grippando, James,",9780062344144,24
19503,Private Vegas,"Patterson, James,",9780316211130,25
19504,Think like a freak :,"Levitt, Steven D.",9780062278418,16
19505,Motive,"Kellerman, Jonathan.",9780804194570,27
19506,Prodigal son :,"Steel, Danielle,",9780804194624,28
19507,A spool of blue thread :,"Tyler, Anne.",9780804194723,22
19508,Alice in Zombieland /,"Showalter, Gena.",9780373210589,7
19509,Like no other /,"LaMarche, Una,",9781595146748,16
19510,Alex as well /,"Brugman, Alyssa,",9781627790147,
19511,"Fairest, Levana's story : The lunar chronicless /","Meyer, Marissa.",9781250060556,39
19512,The ghosts of heaven /,"Sedgwick, Marcus,",9781626721258,20
19513,Hidden /,"Napoli, Donna Jo,",9781442483002,10
19514,Vivian Apple at the end of the world /,"Coyle, Katie.",9780544340114,12
19515,Sorry you're lost /,"Blackstone, Matt.",9780374380656,12
19516,The baby tree /,"Blackall, Sophie,",9780399257186,30
19517,Recipes from the dump /,"Stone, Abigail.",9780393038545,42
19518,Dirty rotten pirates :,"Butterfield, Moira,",9781783250486,9
19519,History's All Stars : George Washington /,"Stevenson, Augusta.",9781481407045,19
19520,The tale of Tam Linn /,"Don, Lari,",9781782501343,9
19521,Abe Lincoln :,"Schroeder, Alan,",9780823424207,21
19522,Hunters of the great forest /,"Nolan, Dennis,",9781596438965,16
19523,Absolutely Truly :,"Frederick, Heather Vogel.",9781442429727,23
19524,Victory School superstars : Beach volleyball is no joke /,"Yasuda, Anita.",9781434233936,15
19525,BirdCatDog :,"Nordling, Lee.",9781467745239,10
19526,"Hinges, Book one : Clockwork City /","McClaren, Meredith.",9781632152534,7
19527,The courage of Cat Campbell /,"Lowe, Natasha,",9781481418706,11
